"Occ_Class","Jurisdiction","Date","Min","Max","Mean"
"Economist","National",2014-05-16,88238.2469985,88238.2469985,88238.2469985
"Economist","National",2016-05-20,121183.996320643,121183.996320643,121183.996320643
"Economist","National",2018-05-18,129373.2726651,129373.2726651,129373.2726651
"Economist","National",2021-05-21,96361.8504954857,96361.8504954857,96361.8504954857
"Executive","WA",2015-06-13,148756.556942,196318.707207,170542.185683286
"Executive","WA",2016-06-12,148739.797346,196296.589041,170522.971618429
"Executive","WA",2016-06-13,152457.938171,201203.523191,174785.861627857
"Executive","WA",2017-06-12,152429.759328,201166.334688,174753.555908571
"Executive","WA",2017-06-13,153441.311328,202177.886688,175765.107908571
"Executive","WA",2018-06-12,153409.456638,202135.914198,175728.618758571
"Executive","WA",2018-06-13,154420.798638,203147.256198,176739.960758571
"Executive","WA",2019-06-12,154397.284532,203116.322372,176713.048048571
"Executive","WA",2019-06-13,155408.472532,204127.510372,177724.236048571
"Executive","WA",2020-06-12,155412.622135,204132.960835,177728.981510714
"Executive","WA",2020-06-13,156423.991824,205144.378704,178740.373268571
"Executive","WA",2021-06-12,156376.966368,205082.706528,178686.63888
"Executive","WA",2021-06-13,157387.722679,206093.414659,179697.373122143
"Executive","WA",2022-06-12,157293.219456,205969.666176,179589.474102857
"Executive","WA",2022-06-13,162011.86836,212148.055485,184976.587404857
"Executive","WA",2022-12-01,161963.6,212084.85,184921.477142857
"Junior Officer","ACT",2015-04-09,44894.487792,68812.039824,56267.8429538823
"Junior Officer","ACT",2015-10-07,44890.583584,68806.055648,56262.9496724706
"Junior Officer","ACT",2015-10-08,45563.446544,69838.116128,57106.9299265882
"Junior Officer","ACT",2016-04-06,45561.735366,69835.493292,57104.7852222353
"Junior Officer","ACT",2016-04-07,46244.690916,70882.691802,57961.2323128235
"Junior Officer","ACT",2016-10-05,46239.754668,70875.125646,57955.0454184706
"Junior Officer","ACT",2016-10-06,46933.719384,71938.328116,58824.3757378824
"Junior Officer","ACT",2017-04-05,46928.894616,71930.932884,58818.3286150588
"Junior Officer","ACT",2017-04-06,47632.902336,73010.2091,59700.5992705882
"Junior Officer","ACT",2017-10-04,47629.888704,73005.5899,59696.8221411765
"Junior Officer","ACT",2017-10-05,48701.075676,74648.278892,61040.1047651765
"Junior Officer","ACT",2018-06-13,48693.083274,74636.028258,61030.0873877647
"Junior Officer","ACT",2018-06-14,48936.865084,75009.287624,61335.2758655882
"Junior Officer","ACT",2018-12-12,48933.865028,75004.689208,61331.5157297059
"Junior Officer","ACT",2018-12-13,49594.231521,76016.981489,62159.5169202353
"Junior Officer","ACT",2019-06-12,49589.670708,76009.990772,62153.8005712941
"Junior Officer","ACT",2019-06-13,50259.077164,77036.346592,62992.7892030588
"Junior Officer","ACT",2019-12-11,50254.106864,77028.728192,62986.5596207059
"Junior Officer","ACT",2019-12-12,50932.496538,78068.049444,63836.7620161765
"Junior Officer","ACT",2020-06-10,50938.94441,78077.93258,63844.8435220588
"Junior Officer","ACT",2020-06-11,51626.57061,79131.61861,64706.636635
"Junior Officer","ACT",2020-12-09,51616.512972,79116.202572,64694.030802
"Junior Officer","ACT",2020-12-10,52313.104374,80183.83758,65567.4314107059
"Junior Officer","ACT",2021-06-09,52307.774845,80175.66865,65560.7515638235
"Junior Officer","ACT",2021-06-10,53014.351988,81258.278234,66445.8905817647
"Junior Officer","ACT",2021-12-08,53003.339168,81241.398224,66432.0875905882
"Junior Officer","ACT",2021-12-09,53718.86445,82337.930598,67328.9315948823
"Junior Officer","ACT",2022-06-08,53698.24225,82306.32179,67303.0846097059
"Junior Officer","ACT",2022-06-09,54423.486816,83417.420592,68211.6306908235
"Junior Officer","ACT",2022-12-01,54406.68,83391.66,68190.5658823529
"Junior Officer","Commonwealth",2014-12-31,47565.650796,62247.006888,56482.4394095
"Junior Officer","Commonwealth",2015-12-30,47557.801128,62236.734384,56473.118221
"Junior Officer","Commonwealth",2015-12-31,48298.425552,62236.734384,56658.274327
"Junior Officer","Commonwealth",2016-12-30,48291.265152,62227.507584,56649.874552
"Junior Officer","Commonwealth",2016-12-31,48120.251777,63219.856083,57197.61674
"Junior Officer","Commonwealth",2017-12-30,48110.69081,63207.29499,57186.2522
"Junior Officer","Commonwealth",2017-12-31,48744.85742,65877.47019,58540.8098275
"Junior Officer","Commonwealth",2018-12-30,48737.917484,65868.091038,58532.4752155
"Junior Officer","Commonwealth",2018-12-31,50018.20556,64673.762272,58941.793224
"Junior Officer","Commonwealth",2019-12-30,50007.2749,64659.62888,58928.91246
"Junior Officer","Commonwealth",2019-12-31,49057.836344,67178.125352,60079.445008
"Junior Officer","Commonwealth",2020-12-30,49055.313252,67174.670316,60076.355064
"Junior Officer","Commonwealth",2020-12-31,52050.890324,67043.172443,60708.43026975
"Junior Officer","Commonwealth",2021-12-30,52033.694668,67021.023901,60688.37448825
"Junior Officer","Commonwealth",2021-12-31,53355.607392,68383.348836,61922.855175
"Junior Officer","Commonwealth",2022-12-01,53319.92,68337.61,61881.4375
"Junior Officer","NSW",2015-07-01,59381.678019,72689.358243,65734.623103125
"Junior Officer","NSW",2016-06-30,59375.222449,72681.455953,65727.476884375
"Junior Officer","NSW",2016-07-01,60859.365804,74498.44401,67370.45494275
"Junior Officer","NSW",2017-06-30,60848.598238,74485.263345,67358.535399875
"Junior Officer","NSW",2017-07-01,62369.964926,76347.521372,69042.508268125
"Junior Officer","NSW",2018-06-30,62357.633326,76332.426172,69028.857393125
"Junior Officer","NSW",2018-07-01,63916.182252,78240.915324,70754.664591
"Junior Officer","NSW",2019-06-30,63906.386407,78228.924059,70743.82067475
"Junior Officer","NSW",2019-07-01,65504.071347,80184.571321,72512.39723175
"Junior Officer","NSW",2020-06-30,65505.885159,80186.791637,72514.40510475
"Junior Officer","NSW",2020-07-01,65702.062033,80427.462235,72731.944022375
"Junior Officer","NSW",2021-06-30,65680.945808,80401.61336,72708.568438
"Junior Officer","NSW",2021-07-01,67020.31671,82042.21641,74191.60584
"Junior Officer","NSW",2022-06-30,66977.88599,81990.27529,74144.63496
"Junior Officer","NSW",2022-07-01,68671.8797,84064.079172,76020.3264665
"Junior Officer","NSW",2022-12-01,68654.75,84043.11,76001.36375
"Junior Officer","NT",2014-08-14,44232.502693,58543.881427,50301.5311574
"Junior Officer","NT",2015-08-12,44226.164888,58535.493032,50294.3237584
"Junior Officer","NT",2015-08-13,45552.67664,60292.033384,51803.0327258667
"Junior Officer","NT",2016-08-10,45547.00412,60284.525422,51796.5818702667
"Junior Officer","NT",2016-08-11,46913.772555,62093.394375,53350.374659
"Junior Officer","NT",2017-08-09,46905.704001,62082.715125,53341.1990938
"Junior Officer","NT",2017-08-10,48078.06843,63634.403679,54674.599258
"Junior Officer","NT",2018-08-22,48067.75442,63620.752426,54662.8701186667
"Junior Officer","NT",2018-08-23,49269.195452,65211.549348,56029.4924373333
"Junior Officer","NT",2019-08-21,49261.351854,65201.167746,56020.572608
"Junior Officer","NT",2019-08-22,50492.936208,66831.146382,57421.2217436
"Junior Officer","NT",2020-08-19,50488.54184,66825.33011,57416.2244113333
"Junior Officer","NT",2020-08-20,51750.248592,68495.473998,58851.618083
"Junior Officer","NT",2021-08-09,51740.216528,68482.195782,58840.2093803333
"Junior Officer","NT",2021-08-10,55783.629344,72525.592036,62883.6151726667
"Junior Officer","NT",2022-08-09,55746.380144,72477.163486,62841.6249976667
"Junior Officer","NT",2022-08-10,53725.998144,70456.781486,60821.2429976667
"Junior Officer","NT",2022-12-01,53715.84,70443.46,60809.7433333333
"Junior Officer","Queensland",2015-09-01,36228.57315,62972.25188,49470.2574493333
"Junior Officer","Queensland",2016-06-01,36225.601335,62967.086292,49466.1994244
"Junior Officer","Queensland",2016-06-02,37540.83533,64282.293856,50781.4203325333
"Junior Officer","Queensland",2016-08-31,37538.942975,64279.05352,50778.8605473333
"Junior Officer","Queensland",2016-09-01,37129.2065,64537.035745,50699.880891
"Junior Officer","Queensland",2017-08-31,37122.8574,64525.999902,50691.2112036
"Junior Officer","Queensland",2017-09-01,38051.434596,66138.36597,51958.3785304
"Junior Officer","Queensland",2019-08-31,38037.553554,66114.238905,51939.4242796
"Junior Officer","Queensland",2019-09-01,39754.491348,70018.300638,55070.76289
"Junior Officer","Queensland",2020-06-29,39757.164836,70023.009366,55074.4663966667
"Junior Officer","Queensland",2020-06-30,41021.191086,71287.035616,56338.4926466667
"Junior Officer","Queensland",2020-08-31,41014.2543,71274.9808,56328.9656666667
"Junior Officer","Queensland",2020-09-01,40463.192029,71271.877157,56064.4869382
"Junior Officer","Queensland",2021-08-31,40454.867661,71257.214613,56052.9529638
"Junior Officer","Queensland",2021-09-01,41467.648297,73040.193623,57455.1453102667
"Junior Officer","Queensland",2022-02-28,41454.685029,73017.360411,57437.1841652
"Junior Officer","Queensland",2022-03-01,42490.34496,74841.13224,58872.827832
"Junior Officer","Queensland",2022-08-31,42475.796352,74815.506788,58852.6698950667
"Junior Officer","Queensland",2022-09-01,43537.446127,76687.283295,60324.2316615333
"Junior Officer","Queensland",2022-12-01,43529.99,76674.15,60313.9006666667
"Junior Officer","SA",2014-10-01,40676.013565,61035.777638,49164.4770915833
"Junior Officer","SA",2015-09-30,40670.386265,61027.333678,49157.6754599167
"Junior Officer","SA",2015-10-01,41687.2724,62553.168794,50386.5393514167
"Junior Officer","SA",2016-09-30,41681.216,62544.08096,50379.2191066667
"Junior Officer","SA",2016-10-01,42723.2464,64108.13824,51638.6764
"Junior Officer","SA",2017-09-30,42716.0673,64097.36568,51629.999175
"Junior Officer","SA",2017-10-01,44233.3323,65614.63068,53147.264175
"Junior Officer","SA",2018-09-30,44223.97408,65600.748928,53136.02008
"Junior Officer","SA",2018-10-01,45740.91808,67117.692928,54652.96408
"Junior Officer","SA",2019-09-30,45733.68128,67107.074048,54644.31728
"Junior Officer","SA",2019-10-01,47250.33855,68623.71018,56160.9657375
"Junior Officer","SA",2021-07-31,47238.28221,68606.200236,56146.6357725
"Junior Officer","SA",2021-08-01,47946.859556,69635.204136,56988.892657
"Junior Officer","SA",2021-12-08,47938.701424,69623.355744,56979.196028
"Junior Officer","SA",2021-12-09,48949.356993,70633.989858,57989.84265225
"Junior Officer","SA",2022-07-31,48924.9962,70598.8372,57960.98265
"Junior Officer","SA",2022-08-01,48633.000258,70632.103881,57804.7653455
"Junior Officer","SA",2022-12-01,48623.42,70618.19,57793.3783333333
"Junior Officer","Tasmania",2014-12-01,39983.354005,62726.030675,53102.945798
"Junior Officer","Tasmania",2015-11-30,39977.111267,62716.237045,53094.6546532
"Junior Officer","Tasmania",2015-12-01,40988.908267,63970.865325,54190.7006167333
"Junior Officer","Tasmania",2016-11-30,40982.831617,63961.381575,54182.6667867333
"Junior Officer","Tasmania",2016-12-01,42140.11413,65241.05054,55364.4855281333
"Junior Officer","Tasmania",2017-11-30,42131.61651,65227.89458,55353.3211929333
"Junior Officer","Tasmania",2017-12-01,43311.88368,66532.5232,56558.5785013333
"Junior Officer","Tasmania",2018-11-30,43304.860872,66521.73528,56549.4078072
"Junior Officer","Tasmania",2018-12-01,44214.041717,67918.374597,57736.9725979333
"Junior Officer","Tasmania",2019-08-18,44208.620313,67910.046633,57729.8930494
"Junior Officer","Tasmania",2019-08-19,44385.572088,68182.04679,57960.9078048
"Junior Officer","Tasmania",2019-11-30,44383.157808,68178.33814,57957.7551168
"Junior Officer","Tasmania",2019-12-01,45335.656962,69642.476922,59202.0708678
"Junior Officer","Tasmania",2020-11-30,45332.204436,69637.173316,59197.5623484
"Junior Officer","Tasmania",2020-12-01,46374.522249,71238.561702,60559.0794776
"Junior Officer","Tasmania",2021-11-30,46360.440466,71216.929868,60540.6905050667
"Junior Officer","Tasmania",2021-12-01,47449.943211,72890.600134,61963.3102249333
"Junior Officer","Tasmania",2022-11-30,47416.610841,72839.396354,61919.7825862667
"Junior Officer","Tasmania",2022-12-01,50644.43,76956.95,65654.848
"Junior Officer","Victoria",2016-01-01,43349.756945,61002.300052,52237.9867718421
"Junior Officer","Victoria",2016-06-30,43347.443315,60999.044284,52235.1987660526
"Junior Officer","Victoria",2016-07-01,43997.940288,61913.584296,53018.6490502105
"Junior Officer","Victoria",2016-12-31,43993.808928,61907.770676,53013.6706552105
"Junior Officer","Victoria",2017-01-01,44763.660119,62991.227477,53941.4427696842
"Junior Officer","Victoria",2017-06-30,44759.943203,62985.997049,53936.9637835789
"Junior Officer","Victoria",2017-07-01,45431.610411,63930.781947,54745.9884263158
"Junior Officer","Victoria",2017-12-31,45426.35559,63923.38743,54739.6562631579
"Junior Officer","Victoria",2018-01-01,46221.33957,65042.02901,55697.6401726316
"Junior Officer","Victoria",2018-06-30,46217.546553,65036.691529,55693.0695111579
"Junior Officer","Victoria",2018-07-01,46910.365632,66012.706656,56528.5512562105
"Junior Officer","Victoria",2018-12-31,46907.489824,66008.659792,56525.0858118947
"Junior Officer","Victoria",2019-01-01,47728.701252,67163.614818,57514.3932946842
"Junior Officer","Victoria",2019-06-30,47724.264828,67157.371902,57509.0472821579
"Junior Officer","Victoria",2019-07-01,48440.189472,68164.52013,58371.7013525263
"Junior Officer","Victoria",2020-03-19,48432.093696,68153.12784,58361.9457296842
"Junior Officer","Victoria",2020-03-20,49158.971329,69175.204683,59237.1146516842
"Junior Officer","Victoria",2020-06-30,49168.598683,69188.752041,59248.7157217895
"Junior Officer","Victoria",2020-07-01,49817.802565,70049.301112,60024.7480060526
"Junior Officer","Victoria",2020-11-30,49807.99883,70035.515984,60012.9356278947
"Junior Officer","Victoria",2020-12-01,49773.574851,70039.490796,59977.5437458421
"Junior Officer","Victoria",2021-06-30,49767.420976,70030.831296,59970.1282787368
"Junior Officer","Victoria",2021-07-01,50429.50797,70908.21888,60761.333715
"Junior Officer","Victoria",2021-08-31,50426.814126,70904.431104,60758.0879654211
"Junior Officer","Victoria",2021-09-01,50510.613991,71077.144285,60866.2871316316
"Junior Officer","Victoria",2022-05-31,50485.479584,71041.77584,60835.9996749474
"Junior Officer","Victoria",2022-06-01,51116.787802,71929.647602,61596.1743796842
"Junior Officer","Victoria",2022-06-30,51112.84147,71924.09447,61591.4190152631
"Junior Officer","Victoria",2022-07-01,51787.538024,72818.96416,62398.2679511579
"Junior Officer","Victoria",2022-12-01,51774.62,72800.8,62382.7031578947
"Junior Officer","WA",2015-06-13,48302.826661,72771.455907,61085.9872154167
"Junior Officer","WA",2016-06-12,48297.384643,72763.257141,61079.1049879167
"Junior Officer","WA",2016-06-13,49504.38927,74582.363863,62605.9034505
"Junior Officer","WA",2017-06-12,49495.23936,74568.578784,62594.331984
"Junior Officer","WA",2017-06-13,50506.79136,75580.130784,63605.883984
"Junior Officer","WA",2018-06-12,50496.30606,75564.440214,63592.679289
"Junior Officer","WA",2018-06-13,51507.64806,76575.782214,64604.021289
"Junior Officer","WA",2019-06-12,51499.80484,76564.121796,64594.183846
"Junior Officer","WA",2019-06-13,52510.99284,77575.309796,65605.371846
"Junior Officer","WA",2020-06-12,52512.39495,77577.381155,65607.1235925
"Junior Officer","WA",2020-06-13,53523.66288,78588.673872,66618.404472
"Junior Officer","WA",2021-06-12,53507.57216,78565.047904,66598.377104
"Junior Officer","WA",2021-06-13,54518.43023,79575.881187,67609.2222245
"Junior Officer","WA",2022-06-12,54485.69472,79528.099968,67568.626368
"Junior Officer","WA",2022-06-13,57637.67205,82680.002937,70720.5648495
"Junior Officer","WA",2022-12-01,57620.5,82655.37,70699.495
"Management Consultant (Individual Contract)","National",2014-05-16,105489.85399695,105489.85399695,105489.85399695
"Management Consultant (Individual Contract)","National",2016-05-20,114901.750377643,114901.750377643,114901.750377643
"Management Consultant (Individual Contract)","National",2018-05-18,118249.1554038,118249.1554038,118249.1554038
"Management Consultant (Individual Contract)","National",2021-05-21,124645.857631286,124645.857631286,124645.857631286
"Manager","ACT",2015-04-09,112805.925936,131012.24664,122361.916908
"Manager","ACT",2015-10-07,112796.115872,131000.85328,122351.275816
"Manager","ACT",2015-10-08,114487.8856,132965.815488,124186.471596
"Manager","ACT",2016-04-06,114483.5859,132960.821832,124181.8076565
"Manager","ACT",2016-04-07,116200.586742,134955.052038,126044.5056825
"Manager","ACT",2016-10-05,116188.183266,134940.646674,126031.0514475
"Manager","ACT",2016-10-06,117931.18789,136964.878968,127921.498265
"Manager","ACT",2017-04-05,117919.06461,136950.799032,127908.347985
"Manager","ACT",2017-04-06,119688.187468,139005.16638,129826.920731
"Manager","ACT",2017-10-04,119680.615052,138996.37182,129818.706859
"Manager","ACT",2017-10-05,122373.249348,142123.954556,132739.689086
"Manager","ACT",2018-06-13,122353.166502,142100.630394,132717.904989
"Manager","ACT",2018-06-14,122965.149998,142811.74503,133381.73006225
"Manager","ACT",2018-12-12,122957.611666,142802.99001,133373.55314575
"Manager","ACT",2018-12-13,124617.123787,144730.491596,135173.886146
"Manager","ACT",2019-06-12,124605.663676,144717.181808,135161.455208
"Manager","ACT",2019-06-13,126288.280508,146670.797024,136986.396751
"Manager","ACT",2019-12-11,126275.791408,146656.292224,136972.849676
"Manager","ACT",2019-12-12,127980.359199,148635.855522,138821.7395565
"Manager","ACT",2020-06-10,127996.561055,148654.67229,138839.3138925
"Manager","ACT",2020-06-11,129724.72749,150661.934065,140713.85369875
"Manager","ACT",2020-12-09,129699.455148,150632.582838,140686.4405085
"Manager","ACT",2020-12-10,131450.538324,152665.740036,142585.6378215
"Manager","ACT",2021-06-09,131437.14647,152650.18683,142571.11155125
"Manager","ACT",2021-06-10,133211.170522,154711.289474,144495.7507755
"Manager","ACT",2021-12-08,133183.498192,154679.150864,144465.734268
"Manager","ACT",2021-12-09,134981.407056,156767.110221,146415.9954465
"Manager","ACT",2022-06-08,134929.58888,156706.928705,146359.7876325
"Manager","ACT",2022-06-09,136750.78076,158822.056712,148335.27073
"Manager","ACT",2022-12-01,136708.55,158773.01,148289.4625
"Manager","Commonwealth",2014-12-31,135505.030845,135505.030845,135505.030845
"Manager","Commonwealth",2015-12-30,135482.66871,135482.66871,135482.66871
"Manager","Commonwealth",2015-12-31,135482.66871,135482.66871,135482.66871
"Manager","Commonwealth",2016-12-30,135462.58296,135462.58296,135462.58296
"Manager","Commonwealth",2016-12-31,137159.965873,137159.965873,137159.965873
"Manager","Commonwealth",2017-12-30,137132.71369,137132.71369,137132.71369
"Manager","Commonwealth",2017-12-31,139774.56885,139774.56885,139774.56885
"Manager","Commonwealth",2018-12-30,139754.66877,139754.66877,139754.66877
"Manager","Commonwealth",2018-12-31,142267.71448,142267.71448,142267.71448
"Manager","Commonwealth",2019-12-30,142236.6242,142236.6242,142236.6242
"Manager","Commonwealth",2019-12-31,144133.239584,144133.239584,144133.239584
"Manager","Commonwealth",2020-12-30,144125.826672,144125.826672,144125.826672
"Manager","Commonwealth",2020-12-31,146431.800207,146431.800207,146431.800207
"Manager","Commonwealth",2021-12-30,146383.424649,146383.424649,146383.424649
"Manager","Commonwealth",2021-12-31,149898.41094,149898.41094,149898.41094
"Manager","Commonwealth",2022-12-01,149798.15,149798.15,149798.15
"Manager","NSW",2015-07-01,117415.589154,135790.549074,126414.61447275
"Manager","NSW",2016-06-30,117402.824534,135775.786854,126400.87154025
"Manager","NSW",2016-07-01,120337.725618,139169.993382,129560.619834
"Manager","NSW",2017-06-30,120316.434821,139145.370679,129537.697273
"Manager","NSW",2017-07-01,123324.775599,142624.080812,132776.41788025
"Manager","NSW",2018-06-30,123300.392199,142595.881612,132750.16573025
"Manager","NSW",2018-07-01,126383.10282,146161.024308,136069.035453
"Manager","NSW",2019-06-30,126363.733245,146138.623553,136048.18140425
"Manager","NSW",2019-07-01,129522.700177,149792.063862,139449.581858
"Manager","NSW",2020-06-30,129526.286669,149796.211614,139453.443226
"Manager","NSW",2020-07-01,129914.595533,150245.193738,139871.83591475
"Manager","NSW",2021-06-30,129872.841808,150196.905888,139826.881996
"Manager","NSW",2021-07-01,132522.26913,153260.780055,142679.2366425
"Manager","NSW",2022-06-30,132438.36897,153163.750295,142588.9060825
"Manager","NSW",2022-07-01,135788.981572,157038.62214,146196.09255
"Manager","NSW",2022-12-01,135755.11,156999.45,146159.625
"Manager","NT",2014-08-14,123181.888348,134258.98859,128680.971366
"Manager","NT",2015-08-12,123164.238368,134239.75144,128662.533456
"Manager","NT",2015-08-13,126859.448832,138266.8428,132522.335258667
"Manager","NT",2016-08-10,126843.651456,138249.6249,132505.832702667
"Manager","NT",2016-08-11,130648.548585,142397.47875,136481.02791
"Manager","NT",2017-08-09,130626.078747,142372.98825,136457.554962
"Manager","NT",2017-08-10,133891.300815,145932.565839,139868.774671
"Manager","NT",2018-08-22,133862.57761,145901.259466,139838.769140667
"Manager","NT",2018-08-23,137209.015636,149549.069064,143334.881638667
"Manager","NT",2019-08-21,137187.172122,149525.261028,143312.062894
"Manager","NT",2019-08-22,140617.003098,153263.493669,146894.915024
"Manager","NT",2020-08-19,140604.76529,153250.155245,146882.130853333
"Manager","NT",2020-08-20,144119.953209,157080.769806,150554.02112
"Manager","NT",2021-08-09,144092.014781,157050.318854,150524.835413333
"Manager","NT",2021-08-10,148135.336238,161093.627492,154568.150506667
"Manager","NT",2022-08-09,148036.419713,160986.058142,154464.938506667
"Manager","NT",2022-08-10,146016.037713,158965.676142,152444.556506667
"Manager","NT",2022-12-01,145988.43,158935.62,152415.733333333
"Manager","Queensland",2015-09-01,110070.91472,116415.08882,113245.02543
"Manager","Queensland",2016-06-01,110061.885648,116405.539338,113235.735987
"Manager","Queensland",2016-06-02,111377.046664,117720.694084,114550.893866
"Manager","Queensland",2016-08-31,111371.43238,117714.76003,114545.119595
"Manager","Queensland",2016-09-01,112807.027585,119310.203045,116060.89162875
"Manager","Queensland",2017-08-31,112787.737566,119289.800982,116041.0451985
"Manager","Queensland",2017-09-01,115605.837858,122271.767838,118941.0787725
"Manager","Queensland",2019-08-31,115563.665217,122227.163487,118897.68944625
"Manager","Queensland",2019-09-01,120528.426447,127355.731503,123955.223964
"Manager","Queensland",2020-06-29,120536.531979,127364.296171,123963.559948
"Manager","Queensland",2020-06-30,121800.558229,128628.322421,125227.586198
"Manager","Queensland",2020-08-31,121779.96145,128606.57105,125206.4099
"Manager","Queensland",2020-09-01,122707.983983,129672.089495,126203.180376
"Manager","Queensland",2021-08-31,122682.739647,129645.412455,126177.216984
"Manager","Queensland",2021-09-01,125750.393278,132885.905779,129332.04856475
"Manager","Queensland",2022-02-28,125711.082246,132844.364103,129291.61786575
"Manager","Queensland",2022-03-01,128852.41572,136166.55948,132523.12962
"Manager","Queensland",2022-08-31,128808.296914,136119.936326,132477.753969
"Manager","Queensland",2022-09-01,132028.600927,139522.064241,135789.72754925
"Manager","Queensland",2022-12-01,132005.99,139498.17,135766.4725
"Manager","SA",2014-10-01,91316.866179,110832.649774,101658.831596667
"Manager","SA",2015-09-30,91304.232999,110817.316694,101644.767663333
"Manager","SA",2015-10-01,93586.914711,113587.69902,104185.802536
"Manager","SA",2016-09-30,93573.31824,113571.1968,104170.66624
"Manager","SA",2016-10-01,95912.3224,116410.98256,106775.067786667
"Manager","SA",2017-09-30,95896.20555,116391.42117,106757.12559
"Manager","SA",2017-10-01,97716.92355,118212.13917,108577.84359
"Manager","SA",2018-09-30,97696.25008,118187.129632,108554.872330667
"Manager","SA",2018-10-01,99516.58288,120007.462432,110375.205130667
"Manager","SA",2019-09-30,99500.83808,119988.475712,110357.742357333
"Manager","SA",2019-10-01,101320.782675,121808.400045,112177.676215
"Manager","SA",2021-07-31,101294.929785,121777.319559,112149.053093
"Manager","SA",2021-08-01,102814.176208,123603.852024,113831.039814667
"Manager","SA",2021-12-08,102796.682432,123582.820896,113811.671525333
"Manager","SA",2021-12-09,103807.283724,124593.401622,114822.261919
"Manager","SA",2022-07-31,103755.6216,124531.3948,114765.117933333
"Manager","SA",2022-08-01,104286.883566,125373.777492,115461.368171
"Manager","SA",2022-12-01,104266.34,125349.08,115438.623333333
"Manager","Tasmania",2014-12-01,110585.430445,118107.29196,114567.47337
"Manager","Tasmania",2015-11-30,110568.164363,118088.851464,114549.585558
"Manager","Tasmania",2015-12-01,112779.952605,120450.385662,116840.54691525
"Manager","Tasmania",2016-11-30,112763.232855,120432.528762,116823.22517775
"Manager","Tasmania",2016-12-01,115018.080324,122841.138842,119159.5061365
"Manager","Tasmania",2017-11-30,114994.886748,122816.367734,119135.4774355
"Manager","Tasmania",2017-12-01,117294.67392,125272.91264,121517.94164
"Manager","Tasmania",2018-11-30,117275.655168,125252.600256,121498.238106
"Manager","Tasmania",2018-12-01,119738.230631,127883.055589,124049.8101205
"Manager","Tasmania",2019-08-18,119723.548659,127867.374921,124034.5994745
"Manager","Tasmania",2019-08-19,120144.188307,128308.237629,124466.10901725
"Manager","Tasmania",2019-11-30,120137.653262,128301.258514,124459.3388885
"Manager","Tasmania",2019-12-01,122776.740471,131128.418211,127198.02362325
"Manager","Tasmania",2020-11-30,122767.390438,131118.432158,127188.3368885
"Manager","Tasmania",2020-12-01,125591.050662,134134.178112,130113.60035025
"Manager","Tasmania",2021-11-30,125552.914508,134093.447808,130074.0909085
"Manager","Tasmania",2021-12-01,128503.061533,137244.71827,133130.86368175
"Manager","Tasmania",2022-11-30,128412.791423,137148.30737,133037.34265925
"Manager","Tasmania",2022-12-01,133952.26,142993.78,138738.65
"Manager","Victoria",2016-01-01,109219.735388,146156.824355,127688.785762
"Manager","Victoria",2016-06-30,109213.906196,146149.023785,127681.970854
"Manager","Victoria",2016-07-01,110851.782642,148341.289572,129597.04197
"Manager","Victoria",2016-12-31,110841.373777,148327.360482,129584.872945
"Manager","Victoria",2017-01-01,112780.670404,150923.205628,131852.69673925
"Manager","Victoria",2017-06-30,112771.305748,150910.673836,131841.74845225
"Manager","Victoria",2017-07-01,114462.612332,153174.516022,133819.32283725
"Manager","Victoria",2017-12-31,114449.37308,153156.79918,133803.8447025
"Manager","Victoria",2018-01-01,116452.00448,155837.08868,136145.3051525
"Manager","Victoria",2018-06-30,116442.448192,155824.300372,136134.13279225
"Manager","Victoria",2018-07-01,118189.161324,158161.679676,138176.179011
"Manager","Victoria",2018-12-31,118181.915818,158151.983682,138167.7082145
"Manager","Victoria",2019-01-01,120250.114596,160920.032588,140585.83205725
"Manager","Victoria",2019-06-30,120238.937244,160905.074932,140572.76448275
"Manager","Victoria",2019-07-01,122042.905556,163318.792623,142681.354686
