Grade,Occ_Class,Jurisdiction,Salary,Date
7.1.3,Principal Officer,Tasmania,124295,23/12/2022
7.2.2,Principal Officer,Tasmania,126761,23/12/2022
7.2.3,Principal Officer,Tasmania,128277,23/12/2022
8.1.2,Manager,Tasmania,132626,23/12/2022
8.1.3,Manager,Tasmania,135259,23/12/2022
8.2.2,Manager,Tasmania,139997,23/12/2022
8.2.3,Manager,Tasmania,141578,23/12/2022
9.1.2,Specialist,Tasmania,160627,23/12/2022
9.1.3,Specialist,Tasmania,168224,23/12/2022
9.1.4,Specialist,Tasmania,175825,23/12/2022
9.1.5,Specialist,Tasmania,177585,23/12/2022
1.1.1,Junior Officer,Tasmania,51143,30/11/2023
1.1.3,Junior Officer,Tasmania,54514,30/11/2023
1.2.2,Junior Officer,Tasmania,57876,30/11/2023
1.2.4,Junior Officer,Tasmania,61039,30/11/2023
1.2.5,Junior Officer,Tasmania,61876,30/11/2023
10.1.2,Specialist,Tasmania,189261,30/11/2023
10.1.3,Specialist,Tasmania,198224,30/11/2023
10.1.4,Specialist,Tasmania,207187,30/11/2023
10.1.5,Specialist,Tasmania,209104,30/11/2023
2.1.2,Junior Officer,Tasmania,63933,30/11/2023
2.1.3,Junior Officer,Tasmania,65061,30/11/2023
2.1.4,Junior Officer,Tasmania,66241,30/11/2023
2.1.5,Junior Officer,Tasmania,67790,30/11/2023
2.1.6,Junior Officer,Tasmania,68733,30/11/2023
3.1.2,Junior Officer,Tasmania,71490,30/11/2023
3.1.3,Junior Officer,Tasmania,72868,30/11/2023
3.1.4,Junior Officer,Tasmania,74225,30/11/2023
3.1.5,Junior Officer,Tasmania,76088,30/11/2023
3.1.6,Junior Officer,Tasmania,77195,30/11/2023
4.1.2,Officer,Tasmania,78246,30/11/2023
4.1.3,Officer,Tasmania,80255,30/11/2023
4.1.4,Officer,Tasmania,82379,30/11/2023
4.2.2,Officer,Tasmania,83752,30/11/2023
4.2.3,Officer,Tasmania,85903,30/11/2023
4.2.4,Officer,Tasmania,88741,30/11/2023
4.2.5,Officer,Tasmania,90062,30/11/2023
5.1.2,Officer,Tasmania,93771,30/11/2023
5.1.3,Officer,Tasmania,96116,30/11/2023
5.2.1,Officer,Tasmania,97476,30/11/2023
5.2.2,Officer,Tasmania,98362,30/11/2023
6.1.2,Senior Officer,Tasmania,102836,30/11/2023
6.1.3,Senior Officer,Tasmania,104872,30/11/2023
6.1.4,Senior Officer,Tasmania,108264,30/11/2023
6.2.2,Senior Officer,Tasmania,110996,30/11/2023
6.2.3,Senior Officer,Tasmania,112931,30/11/2023
6.2.4,Senior Officer,Tasmania,114856,30/11/2023
6.2.5,Senior Officer,Tasmania,116312,30/11/2023
7.1.2,Principal Officer,Tasmania,121880,30/11/2023
7.1.3,Principal Officer,Tasmania,124295,30/11/2023
7.2.2,Principal Officer,Tasmania,126761,30/11/2023
7.2.3,Principal Officer,Tasmania,128277,30/11/2023
8.1.2,Manager,Tasmania,132626,30/11/2023
8.1.3,Manager,Tasmania,135259,30/11/2023
8.2.2,Manager,Tasmania,139997,30/11/2023
8.2.3,Manager,Tasmania,141578,30/11/2023
9.1.2,Specialist,Tasmania,160627,30/11/2023
9.1.3,Specialist,Tasmania,168224,30/11/2023
9.1.4,Specialist,Tasmania,175825,30/11/2023
9.1.5,Specialist,Tasmania,177585,30/11/2023
1.1.1,Junior Officer,Tasmania,52147,1/12/2023
1.1.3,Junior Officer,Tasmania,55619,1/12/2023
1.2.2,Junior Officer,Tasmania,59082,1/12/2023
1.2.4,Junior Officer,Tasmania,62340,1/12/2023
1.2.5,Junior Officer,Tasmania,63202,1/12/2023
10.1.2,Specialist,Tasmania,194939,1/12/2023
10.1.3,Specialist,Tasmania,204171,1/12/2023
10.1.4,Specialist,Tasmania,213403,1/12/2023
10.1.5,Specialist,Tasmania,215377,1/12/2023
2.1.2,Junior Officer,Tasmania,65321,1/12/2023
2.1.3,Junior Officer,Tasmania,66483,1/12/2023
2.1.4,Junior Officer,Tasmania,67698,1/12/2023
2.1.5,Junior Officer,Tasmania,69294,1/12/2023
2.1.6,Junior Officer,Tasmania,70265,1/12/2023
3.1.2,Junior Officer,Tasmania,73105,1/12/2023
3.1.3,Junior Officer,Tasmania,74524,1/12/2023
3.1.4,Junior Officer,Tasmania,75922,1/12/2023
3.1.5,Junior Officer,Tasmania,77841,1/12/2023
3.1.6,Junior Officer,Tasmania,78981,1/12/2023
4.1.2,Officer,Tasmania,80593,1/12/2023
4.1.3,Officer,Tasmania,82663,1/12/2023
4.1.4,Officer,Tasmania,84850,1/12/2023
4.2.2,Officer,Tasmania,86265,1/12/2023
4.2.3,Officer,Tasmania,88480,1/12/2023
4.2.4,Officer,Tasmania,91403,1/12/2023
4.2.5,Officer,Tasmania,92764,1/12/2023
5.1.2,Officer,Tasmania,96584,1/12/2023
5.1.3,Officer,Tasmania,98999,1/12/2023
5.2.1,Officer,Tasmania,100400,1/12/2023
5.2.2,Officer,Tasmania,101313,1/12/2023
6.1.2,Senior Officer,Tasmania,105921,1/12/2023
6.1.3,Senior Officer,Tasmania,108018,1/12/2023
6.1.4,Senior Officer,Tasmania,111512,1/12/2023
6.2.2,Senior Officer,Tasmania,114326,1/12/2023
6.2.3,Senior Officer,Tasmania,116319,1/12/2023
6.2.4,Senior Officer,Tasmania,118302,1/12/2023
6.2.5,Senior Officer,Tasmania,119801,1/12/2023
7.1.2,Principal Officer,Tasmania,125536,1/12/2023
7.1.3,Principal Officer,Tasmania,128024,1/12/2023
7.2.2,Principal Officer,Tasmania,130564,1/12/2023
7.2.3,Principal Officer,Tasmania,132125,1/12/2023
8.1.2,Manager,Tasmania,136605,1/12/2023
8.1.3,Manager,Tasmania,139317,1/12/2023
8.2.2,Manager,Tasmania,144197,1/12/2023
8.2.3,Manager,Tasmania,145825,1/12/2023
9.1.2,Specialist,Tasmania,165446,1/12/2023
9.1.3,Specialist,Tasmania,173271,1/12/2023
9.1.4,Specialist,Tasmania,181100,1/12/2023
9.1.5,Specialist,Tasmania,182913,1/12/2023
1.1.1,Junior Officer,Tasmania,52147,30/11/2024
1.1.3,Junior Officer,Tasmania,55619,30/11/2024
1.2.2,Junior Officer,Tasmania,59082,30/11/2024
1.2.4,Junior Officer,Tasmania,62340,30/11/2024
1.2.5,Junior Officer,Tasmania,63202,30/11/2024
10.1.2,Specialist,Tasmania,194939,30/11/2024
10.1.3,Specialist,Tasmania,204171,30/11/2024
10.1.4,Specialist,Tasmania,213403,30/11/2024
10.1.5,Specialist,Tasmania,215377,30/11/2024
2.1.2,Junior Officer,Tasmania,65321,30/11/2024
2.1.3,Junior Officer,Tasmania,66483,30/11/2024
2.1.4,Junior Officer,Tasmania,67698,30/11/2024
2.1.5,Junior Officer,Tasmania,69294,30/11/2024
2.1.6,Junior Officer,Tasmania,70265,30/11/2024
3.1.2,Junior Officer,Tasmania,73105,30/11/2024
3.1.3,Junior Officer,Tasmania,74524,30/11/2024
3.1.4,Junior Officer,Tasmania,75922,30/11/2024
3.1.5,Junior Officer,Tasmania,77841,30/11/2024
3.1.6,Junior Officer,Tasmania,78981,30/11/2024
4.1.2,Officer,Tasmania,80593,30/11/2024
4.1.3,Officer,Tasmania,82663,30/11/2024
4.1.4,Officer,Tasmania,84850,30/11/2024
4.2.2,Officer,Tasmania,86265,30/11/2024
4.2.3,Officer,Tasmania,88480,30/11/2024
4.2.4,Officer,Tasmania,91403,30/11/2024
4.2.5,Officer,Tasmania,92764,30/11/2024
5.1.2,Officer,Tasmania,96584,30/11/2024
5.1.3,Officer,Tasmania,98999,30/11/2024
5.2.1,Officer,Tasmania,100400,30/11/2024
5.2.2,Officer,Tasmania,101313,30/11/2024
6.1.2,Senior Officer,Tasmania,105921,30/11/2024
6.1.3,Senior Officer,Tasmania,108018,30/11/2024
6.1.4,Senior Officer,Tasmania,111512,30/11/2024
6.2.2,Senior Officer,Tasmania,114326,30/11/2024
6.2.3,Senior Officer,Tasmania,116319,30/11/2024
6.2.4,Senior Officer,Tasmania,118302,30/11/2024
6.2.5,Senior Officer,Tasmania,119801,30/11/2024
7.1.2,Principal Officer,Tasmania,125536,30/11/2024
7.1.3,Principal Officer,Tasmania,128024,30/11/2024
7.2.2,Principal Officer,Tasmania,130564,30/11/2024
7.2.3,Principal Officer,Tasmania,132125,30/11/2024
8.1.2,Manager,Tasmania,136605,30/11/2024
8.1.3,Manager,Tasmania,139317,30/11/2024
8.2.2,Manager,Tasmania,144197,30/11/2024
8.2.3,Manager,Tasmania,145825,30/11/2024
9.1.2,Specialist,Tasmania,165446,30/11/2024
9.1.3,Specialist,Tasmania,173271,30/11/2024
9.1.4,Specialist,Tasmania,181100,30/11/2024
9.1.5,Specialist,Tasmania,182913,30/11/2024
1.1.1,Junior Officer,Tasmania,53696,1/12/2024
1.1.3,Junior Officer,Tasmania,57273,1/12/2024
1.2.2,Junior Officer,Tasmania,60839,1/12/2024
1.2.4,Junior Officer,Tasmania,64195,1/12/2024
1.2.5,Junior Officer,Tasmania,65083,1/12/2024
10.1.2,Specialist,Tasmania,200787,1/12/2024
10.1.3,Specialist,Tasmania,210296,1/12/2024
10.1.4,Specialist,Tasmania,219805,1/12/2024
10.1.5,Specialist,Tasmania,221838,1/12/2024
2.1.2,Junior Officer,Tasmania,67266,1/12/2024
2.1.3,Junior Officer,Tasmania,68462,1/12/2024
2.1.4,Junior Officer,Tasmania,69714,1/12/2024
2.1.5,Junior Officer,Tasmania,71358,1/12/2024
2.1.6,Junior Officer,Tasmania,72358,1/12/2024
3.1.2,Junior Officer,Tasmania,75283,1/12/2024
3.1.3,Junior Officer,Tasmania,76745,1/12/2024
3.1.4,Junior Officer,Tasmania,78185,1/12/2024
3.1.5,Junior Officer,Tasmania,80161,1/12/2024
3.1.6,Junior Officer,Tasmania,81335,1/12/2024
4.1.2,Officer,Tasmania,83011,1/12/2024
4.1.3,Officer,Tasmania,85143,1/12/2024
4.1.4,Officer,Tasmania,87396,1/12/2024
4.2.2,Officer,Tasmania,88853,1/12/2024
4.2.3,Officer,Tasmania,91134,1/12/2024
4.2.4,Officer,Tasmania,94145,1/12/2024
4.2.5,Officer,Tasmania,95547,1/12/2024
5.1.2,Officer,Tasmania,99482,1/12/2024
5.1.3,Officer,Tasmania,101969,1/12/2024
5.2.1,Officer,Tasmania,103412,1/12/2024
5.2.2,Officer,Tasmania,104352,1/12/2024
6.1.2,Senior Officer,Tasmania,109099,1/12/2024
6.1.3,Senior Officer,Tasmania,111259,1/12/2024
6.1.4,Senior Officer,Tasmania,114857,1/12/2024
6.2.2,Senior Officer,Tasmania,117756,1/12/2024
6.2.3,Senior Officer,Tasmania,119809,1/12/2024
6.2.4,Senior Officer,Tasmania,121851,1/12/2024
6.2.5,Senior Officer,Tasmania,123395,1/12/2024
7.1.2,Principal Officer,Tasmania,129302,1/12/2024
7.1.3,Principal Officer,Tasmania,131865,1/12/2024
7.2.2,Principal Officer,Tasmania,134481,1/12/2024
7.2.3,Principal Officer,Tasmania,136089,1/12/2024
8.1.2,Manager,Tasmania,140703,1/12/2024
8.1.3,Manager,Tasmania,143497,1/12/2024
8.2.2,Manager,Tasmania,148523,1/12/2024
8.2.3,Manager,Tasmania,150200,1/12/2024
9.1.2,Specialist,Tasmania,170409,1/12/2024
9.1.3,Specialist,Tasmania,178469,1/12/2024
9.1.4,Specialist,Tasmania,186533,1/12/2024
9.1.5,Specialist,Tasmania,188400,1/12/2024
1.1.1,Junior Officer,Victoria,42845,1/01/2016
1.1.2,Junior Officer,Victoria,43724,1/01/2016
1.1.3,Junior Officer,Victoria,44603,1/01/2016
1.1.4,Junior Officer,Victoria,45482,1/01/2016
2.1.1,Junior Officer,Victoria,46951,1/01/2016
2.1.2,Junior Officer,Victoria,47902,1/01/2016
2.1.3,Junior Officer,Victoria,48855,1/01/2016
2.1.4,Junior Officer,Victoria,49810,1/01/2016
2.1.5,Junior Officer,Victoria,50761,1/01/2016
2.1.6,Junior Officer,Victoria,51715,1/01/2016
2.1.7,Junior Officer,Victoria,52668,1/01/2016
2.1.8,Junior Officer,Victoria,53621,1/01/2016
2.2.1,Junior Officer,Victoria,54573,1/01/2016
2.2.2,Junior Officer,Victoria,55527,1/01/2016
2.2.3,Junior Officer,Victoria,56479,1/01/2016
2.2.4,Junior Officer,Victoria,57433,1/01/2016
2.2.5,Junior Officer,Victoria,58384,1/01/2016
2.2.6,Junior Officer,Victoria,59340,1/01/2016
2.2.7,Junior Officer,Victoria,60292,1/01/2016
3.1.1,Officer,Victoria,61611,1/01/2016
3.1.2,Officer,Victoria,62931,1/01/2016
3.1.3,Officer,Victoria,64251,1/01/2016
3.1.4,Officer,Victoria,65570,1/01/2016
3.1.5,Officer,Victoria,66889,1/01/2016
3.1.6,Officer,Victoria,68210,1/01/2016
3.2.1,Officer,Victoria,69529,1/01/2016
3.2.2,Officer,Victoria,70849,1/01/2016
3.2.3,Officer,Victoria,72169,1/01/2016
3.2.4,Officer,Victoria,73488,1/01/2016
3.2.5,Officer,Victoria,74808,1/01/2016
4.1.1,Officer,Victoria,76274,1/01/2016
4.1.2,Officer,Victoria,77986,1/01/2016
4.1.3,Officer,Victoria,79696,1/01/2016
4.1.4,Officer,Victoria,81406,1/01/2016
4.1.5,Officer,Victoria,83119,1/01/2016
4.1.6,Officer,Victoria,84830,1/01/2016
4.1.7,Officer,Victoria,86540,1/01/2016
5.1.1,Senior Officer,Victoria,88007,1/01/2016
5.1.2,Senior Officer,Victoria,97243,1/01/2016
5.2.1,Senior Officer,Victoria,97245,1/01/2016
5.2.2,Senior Officer,Victoria,106481,1/01/2016
6.1.1,Manager,Victoria,107948,1/01/2016
6.1.1,Principal Officer,Victoria,107948,1/01/2016
6.1.2,Manager,Victoria,126202,1/01/2016
6.1.2,Principal Officer,Victoria,126202,1/01/2016
6.2.1,Manager,Victoria,126203,1/01/2016
6.2.1,Principal Officer,Victoria,126203,1/01/2016
6.2.2,Manager,Victoria,144455,1/01/2016
6.2.2,Principal Officer,Victoria,144455,1/01/2016
7.1.1,Specialist,Victoria,146620,1/01/2016
7.1.2,Specialist,Victoria,164214,1/01/2016
7.2.1,Specialist,Victoria,164218,1/01/2016
7.2.2,Specialist,Victoria,181811,1/01/2016
7.3.1,Specialist,Victoria,181811,1/01/2016
7.3.2,Specialist,Victoria,199405,1/01/2016
1.1.1,Junior Officer,Victoria,42845,30/06/2016
1.1.2,Junior Officer,Victoria,43724,30/06/2016
1.1.3,Junior Officer,Victoria,44603,30/06/2016
1.1.4,Junior Officer,Victoria,45482,30/06/2016
2.1.1,Junior Officer,Victoria,46951,30/06/2016
2.1.2,Junior Officer,Victoria,47902,30/06/2016
2.1.3,Junior Officer,Victoria,48855,30/06/2016
2.1.4,Junior Officer,Victoria,49810,30/06/2016
2.1.5,Junior Officer,Victoria,50761,30/06/2016
2.1.6,Junior Officer,Victoria,51715,30/06/2016
2.1.7,Junior Officer,Victoria,52668,30/06/2016
2.1.8,Junior Officer,Victoria,53621,30/06/2016
2.2.1,Junior Officer,Victoria,54573,30/06/2016
2.2.2,Junior Officer,Victoria,55527,30/06/2016
2.2.3,Junior Officer,Victoria,56479,30/06/2016
2.2.4,Junior Officer,Victoria,57433,30/06/2016
2.2.5,Junior Officer,Victoria,58384,30/06/2016
2.2.6,Junior Officer,Victoria,59340,30/06/2016
2.2.7,Junior Officer,Victoria,60292,30/06/2016
3.1.1,Officer,Victoria,61611,30/06/2016
3.1.2,Officer,Victoria,62931,30/06/2016
3.1.3,Officer,Victoria,64251,30/06/2016
3.1.4,Officer,Victoria,65570,30/06/2016
3.1.5,Officer,Victoria,66889,30/06/2016
3.1.6,Officer,Victoria,68210,30/06/2016
3.2.1,Officer,Victoria,69529,30/06/2016
3.2.2,Officer,Victoria,70849,30/06/2016
3.2.3,Officer,Victoria,72169,30/06/2016
3.2.4,Officer,Victoria,73488,30/06/2016
3.2.5,Officer,Victoria,74808,30/06/2016
4.1.1,Officer,Victoria,76274,30/06/2016
4.1.2,Officer,Victoria,77986,30/06/2016
4.1.3,Officer,Victoria,79696,30/06/2016
4.1.4,Officer,Victoria,81406,30/06/2016
4.1.5,Officer,Victoria,83119,30/06/2016
4.1.6,Officer,Victoria,84830,30/06/2016
4.1.7,Officer,Victoria,86540,30/06/2016
5.1.1,Senior Officer,Victoria,88007,30/06/2016
5.1.2,Senior Officer,Victoria,97243,30/06/2016
5.2.1,Senior Officer,Victoria,97245,30/06/2016
5.2.2,Senior Officer,Victoria,106481,30/06/2016
6.1.1,Manager,Victoria,107948,30/06/2016
6.1.1,Principal Officer,Victoria,107948,30/06/2016
6.1.2,Manager,Victoria,126202,30/06/2016
6.1.2,Principal Officer,Victoria,126202,30/06/2016
6.2.1,Manager,Victoria,126203,30/06/2016
6.2.1,Principal Officer,Victoria,126203,30/06/2016
6.2.2,Manager,Victoria,144455,30/06/2016
6.2.2,Principal Officer,Victoria,144455,30/06/2016
7.1.1,Specialist,Victoria,146620,30/06/2016
7.1.2,Specialist,Victoria,164214,30/06/2016
7.2.1,Specialist,Victoria,164218,30/06/2016
7.2.2,Specialist,Victoria,181811,30/06/2016
7.3.1,Specialist,Victoria,181811,30/06/2016
7.3.2,Specialist,Victoria,199405,30/06/2016
1.1.1,Junior Officer,Victoria,43488,1/07/2016
1.1.2,Junior Officer,Victoria,44380,1/07/2016
1.1.3,Junior Officer,Victoria,45272,1/07/2016
1.1.4,Junior Officer,Victoria,46164,1/07/2016
2.1.1,Junior Officer,Victoria,47655,1/07/2016
2.1.2,Junior Officer,Victoria,48621,1/07/2016
2.1.3,Junior Officer,Victoria,49588,1/07/2016
2.1.4,Junior Officer,Victoria,50557,1/07/2016
2.1.5,Junior Officer,Victoria,51522,1/07/2016
2.1.6,Junior Officer,Victoria,52491,1/07/2016
2.1.7,Junior Officer,Victoria,53458,1/07/2016
2.1.8,Junior Officer,Victoria,54425,1/07/2016
2.2.1,Junior Officer,Victoria,55392,1/07/2016
2.2.2,Junior Officer,Victoria,56360,1/07/2016
2.2.3,Junior Officer,Victoria,57326,1/07/2016
2.2.4,Junior Officer,Victoria,58294,1/07/2016
2.2.5,Junior Officer,Victoria,59260,1/07/2016
2.2.6,Junior Officer,Victoria,60230,1/07/2016
2.2.7,Junior Officer,Victoria,61196,1/07/2016
3.1.1,Officer,Victoria,62535,1/07/2016
3.1.2,Officer,Victoria,63875,1/07/2016
3.1.3,Officer,Victoria,65215,1/07/2016
3.1.4,Officer,Victoria,66554,1/07/2016
3.1.5,Officer,Victoria,67892,1/07/2016
3.1.6,Officer,Victoria,69233,1/07/2016
3.2.1,Officer,Victoria,70572,1/07/2016
3.2.2,Officer,Victoria,71912,1/07/2016
3.2.3,Officer,Victoria,73252,1/07/2016
3.2.4,Officer,Victoria,74590,1/07/2016
3.2.5,Officer,Victoria,75930,1/07/2016
4.1.1,Officer,Victoria,77418,1/07/2016
4.1.2,Officer,Victoria,79156,1/07/2016
4.1.3,Officer,Victoria,80891,1/07/2016
4.1.4,Officer,Victoria,82627,1/07/2016
4.1.5,Officer,Victoria,84366,1/07/2016
4.1.6,Officer,Victoria,86102,1/07/2016
4.1.7,Officer,Victoria,87838,1/07/2016
5.1.1,Senior Officer,Victoria,89327,1/07/2016
5.1.2,Senior Officer,Victoria,98702,1/07/2016
5.2.1,Senior Officer,Victoria,98704,1/07/2016
5.2.2,Senior Officer,Victoria,108078,1/07/2016
6.1.1,Manager,Victoria,109567,1/07/2016
6.1.1,Principal Officer,Victoria,109567,1/07/2016
6.1.2,Manager,Victoria,128095,1/07/2016
6.1.2,Principal Officer,Victoria,128095,1/07/2016
6.2.1,Manager,Victoria,128096,1/07/2016
6.2.1,Principal Officer,Victoria,128096,1/07/2016
6.2.2,Manager,Victoria,146622,1/07/2016
6.2.2,Principal Officer,Victoria,146622,1/07/2016
7.1.1,Specialist,Victoria,148819,1/07/2016
7.1.2,Specialist,Victoria,166677,1/07/2016
7.2.1,Specialist,Victoria,166681,1/07/2016
7.2.2,Specialist,Victoria,184538,1/07/2016
7.3.1,Specialist,Victoria,184538,1/07/2016
7.3.2,Specialist,Victoria,202396,1/07/2016
1.1.1,Junior Officer,Victoria,43488,31/12/2016
1.1.2,Junior Officer,Victoria,44380,31/12/2016
1.1.3,Junior Officer,Victoria,45272,31/12/2016
1.1.4,Junior Officer,Victoria,46164,31/12/2016
2.1.1,Junior Officer,Victoria,47655,31/12/2016
2.1.2,Junior Officer,Victoria,48621,31/12/2016
2.1.3,Junior Officer,Victoria,49588,31/12/2016
2.1.4,Junior Officer,Victoria,50557,31/12/2016
2.1.5,Junior Officer,Victoria,51522,31/12/2016
2.1.6,Junior Officer,Victoria,52491,31/12/2016
2.1.7,Junior Officer,Victoria,53458,31/12/2016
2.1.8,Junior Officer,Victoria,54425,31/12/2016
2.2.1,Junior Officer,Victoria,55392,31/12/2016
2.2.2,Junior Officer,Victoria,56360,31/12/2016
2.2.3,Junior Officer,Victoria,57326,31/12/2016
2.2.4,Junior Officer,Victoria,58294,31/12/2016
2.2.5,Junior Officer,Victoria,59260,31/12/2016
2.2.6,Junior Officer,Victoria,60230,31/12/2016
2.2.7,Junior Officer,Victoria,61196,31/12/2016
3.1.1,Officer,Victoria,62535,31/12/2016
3.1.2,Officer,Victoria,63875,31/12/2016
3.1.3,Officer,Victoria,65215,31/12/2016
3.1.4,Officer,Victoria,66554,31/12/2016
3.1.5,Officer,Victoria,67892,31/12/2016
3.1.6,Officer,Victoria,69233,31/12/2016
3.2.1,Officer,Victoria,70572,31/12/2016
3.2.2,Officer,Victoria,71912,31/12/2016
3.2.3,Officer,Victoria,73252,31/12/2016
3.2.4,Officer,Victoria,74590,31/12/2016
3.2.5,Officer,Victoria,75930,31/12/2016
4.1.1,Officer,Victoria,77418,31/12/2016
4.1.2,Officer,Victoria,79156,31/12/2016
4.1.3,Officer,Victoria,80891,31/12/2016
4.1.4,Officer,Victoria,82627,31/12/2016
4.1.5,Officer,Victoria,84366,31/12/2016
4.1.6,Officer,Victoria,86102,31/12/2016
4.1.7,Officer,Victoria,87838,31/12/2016
5.1.1,Senior Officer,Victoria,89327,31/12/2016
5.1.2,Senior Officer,Victoria,98702,31/12/2016
5.2.1,Senior Officer,Victoria,98704,31/12/2016
5.2.2,Senior Officer,Victoria,108078,31/12/2016
6.1.1,Manager,Victoria,109567,31/12/2016
6.1.1,Principal Officer,Victoria,109567,31/12/2016
6.1.2,Manager,Victoria,128095,31/12/2016
6.1.2,Principal Officer,Victoria,128095,31/12/2016
6.2.1,Manager,Victoria,128096,31/12/2016
6.2.1,Principal Officer,Victoria,128096,31/12/2016
6.2.2,Manager,Victoria,146622,31/12/2016
6.2.2,Principal Officer,Victoria,146622,31/12/2016
7.1.1,Specialist,Victoria,148819,31/12/2016
7.1.2,Specialist,Victoria,166677,31/12/2016
7.2.1,Specialist,Victoria,166681,31/12/2016
7.2.2,Specialist,Victoria,184538,31/12/2016
7.3.1,Specialist,Victoria,184538,31/12/2016
7.3.2,Specialist,Victoria,202396,31/12/2016
1.1.1,Junior Officer,Victoria,44249,1/01/2017
1.1.2,Junior Officer,Victoria,45157,1/01/2017
1.1.3,Junior Officer,Victoria,46064,1/01/2017
1.1.4,Junior Officer,Victoria,46972,1/01/2017
2.1.1,Junior Officer,Victoria,48489,1/01/2017
2.1.2,Junior Officer,Victoria,49472,1/01/2017
2.1.3,Junior Officer,Victoria,50456,1/01/2017
2.1.4,Junior Officer,Victoria,51442,1/01/2017
2.1.5,Junior Officer,Victoria,52424,1/01/2017
2.1.6,Junior Officer,Victoria,53410,1/01/2017
2.1.7,Junior Officer,Victoria,54394,1/01/2017
2.1.8,Junior Officer,Victoria,55377,1/01/2017
2.2.1,Junior Officer,Victoria,56361,1/01/2017
2.2.2,Junior Officer,Victoria,57346,1/01/2017
2.2.3,Junior Officer,Victoria,58329,1/01/2017
2.2.4,Junior Officer,Victoria,59314,1/01/2017
2.2.5,Junior Officer,Victoria,60297,1/01/2017
2.2.6,Junior Officer,Victoria,61284,1/01/2017
2.2.7,Junior Officer,Victoria,62267,1/01/2017
3.1.1,Officer,Victoria,63629,1/01/2017
3.1.2,Officer,Victoria,64993,1/01/2017
3.1.3,Officer,Victoria,66356,1/01/2017
3.1.4,Officer,Victoria,67719,1/01/2017
3.1.5,Officer,Victoria,69080,1/01/2017
3.1.6,Officer,Victoria,70445,1/01/2017
3.2.1,Officer,Victoria,71807,1/01/2017
3.2.2,Officer,Victoria,73170,1/01/2017
3.2.3,Officer,Victoria,74534,1/01/2017
3.2.4,Officer,Victoria,75895,1/01/2017
3.2.5,Officer,Victoria,77259,1/01/2017
4.1.1,Officer,Victoria,78773,1/01/2017
4.1.2,Officer,Victoria,80541,1/01/2017
4.1.3,Officer,Victoria,82307,1/01/2017
4.1.4,Officer,Victoria,84073,1/01/2017
4.1.5,Officer,Victoria,85842,1/01/2017
4.1.6,Officer,Victoria,87609,1/01/2017
4.1.7,Officer,Victoria,89375,1/01/2017
5.1.1,Senior Officer,Victoria,90890,1/01/2017
5.1.2,Senior Officer,Victoria,100429,1/01/2017
5.2.1,Senior Officer,Victoria,100431,1/01/2017
5.2.2,Senior Officer,Victoria,109969,1/01/2017
6.1.1,Manager,Victoria,111484,1/01/2017
6.1.1,Principal Officer,Victoria,111484,1/01/2017
6.1.2,Manager,Victoria,130337,1/01/2017
6.1.2,Principal Officer,Victoria,130337,1/01/2017
6.2.1,Manager,Victoria,130338,1/01/2017
6.2.1,Principal Officer,Victoria,130338,1/01/2017
6.2.2,Manager,Victoria,149188,1/01/2017
6.2.2,Principal Officer,Victoria,149188,1/01/2017
7.1.1,Specialist,Victoria,151423,1/01/2017
7.1.2,Specialist,Victoria,169594,1/01/2017
7.2.1,Specialist,Victoria,169598,1/01/2017
7.2.2,Specialist,Victoria,187767,1/01/2017
7.3.1,Specialist,Victoria,187767,1/01/2017
7.3.2,Specialist,Victoria,205938,1/01/2017
1.1.1,Junior Officer,Victoria,44249,30/06/2017
1.1.2,Junior Officer,Victoria,45157,30/06/2017
1.1.3,Junior Officer,Victoria,46064,30/06/2017
1.1.4,Junior Officer,Victoria,46972,30/06/2017
2.1.1,Junior Officer,Victoria,48489,30/06/2017
2.1.2,Junior Officer,Victoria,49472,30/06/2017
2.1.3,Junior Officer,Victoria,50456,30/06/2017
2.1.4,Junior Officer,Victoria,51442,30/06/2017
2.1.5,Junior Officer,Victoria,52424,30/06/2017
2.1.6,Junior Officer,Victoria,53410,30/06/2017
2.1.7,Junior Officer,Victoria,54394,30/06/2017
2.1.8,Junior Officer,Victoria,55377,30/06/2017
2.2.1,Junior Officer,Victoria,56361,30/06/2017
2.2.2,Junior Officer,Victoria,57346,30/06/2017
2.2.3,Junior Officer,Victoria,58329,30/06/2017
2.2.4,Junior Officer,Victoria,59314,30/06/2017
2.2.5,Junior Officer,Victoria,60297,30/06/2017
2.2.6,Junior Officer,Victoria,61284,30/06/2017
2.2.7,Junior Officer,Victoria,62267,30/06/2017
3.1.1,Officer,Victoria,63629,30/06/2017
3.1.2,Officer,Victoria,64993,30/06/2017
3.1.3,Officer,Victoria,66356,30/06/2017
3.1.4,Officer,Victoria,67719,30/06/2017
3.1.5,Officer,Victoria,69080,30/06/2017
3.1.6,Officer,Victoria,70445,30/06/2017
3.2.1,Officer,Victoria,71807,30/06/2017
3.2.2,Officer,Victoria,73170,30/06/2017
3.2.3,Officer,Victoria,74534,30/06/2017
3.2.4,Officer,Victoria,75895,30/06/2017
3.2.5,Officer,Victoria,77259,30/06/2017
4.1.1,Officer,Victoria,78773,30/06/2017
